목적,읍면동,설치장소,위도,경도,설치연도,설치대수
방범,중앙동,중앙동 2-7,35.192968,128.084594,2020,1
방범,중앙동,중앙동 2-7,35.193364,128.084735,2021,4
방범,중앙동,중앙동 27-18,35.197357,128.086019,2020,1
방범,중앙동,중앙동 27-2,35.200475,128.086353,2023,2
방범,중앙동,중앙동 27-2,35.197451,128.08617,2016,1
학교내,중앙동,중앙동 27-2,35.199855,128.087427,2021,15
방범,중앙동,중앙동 27-3,35.198994,128.086783,2023,3
방범,중앙동,중앙동 27-32,35.196844,128.086251,2020,2
방범,중앙동,중앙동 27-5,35.199181,128.088078,2020,2
방범,중앙동,중앙동 27-6,35.199414,128.088597,2023,2
방범,중앙동,중앙동 28,35.197951,128.098304,2020,6
방범,중앙동,중앙동 28-20,35.197868,128.085735,2019,1
방범,중앙동,중앙동 284,35.195798,128.087525,2020,2
방범,중앙동,중앙동 287-4,35.195692,128.086803,2022,2
방범,중앙동,중앙동 29-29,35.197224,128.084663,2020,3
방범,중앙동,중앙동 30-2,35.197591,128.085559,2019,3
방범,중앙동,중앙동 30-2,35.197442,128.085534,2020,4
방범,중앙동,중앙동 3-13,35.194542,128.082329,2020,3
방범,중앙동,중앙동 33-12,35.196544,128.085541,2022,2
방범,중앙동,중앙동 331-3,35.199241,128.090169,2021,4
방범,중앙동,중앙동 34,35.196555,128.080056,2021,1
방범,중앙동,중앙동 34-16,35.196352,128.085744,2021,3
방범,중앙동,중앙동 35-2,35.196203,128.086555,2022,2
방범,중앙동,중앙동 353-19,35.198429,128.091088,2020,2
방범,중앙동,중앙동 356-16,35.190794,128.088942,2021,3
방범,중앙동,중앙동 36-17,35.195713,128.086017,2020,3
방범,중앙동,중앙동 361-8,35.197674,128.090844,2019,2
방범,중앙동,중앙동 369-26,35.19622,128.09219,2021,2
방범,중앙동,중앙동 37-13,35.19604,128.085318,2021,3
방범,중앙동,중앙동 375-25,35.195767,128.09309,2023,4
방범,중앙동,중앙동 377-4,35.195012,128.092632,2016,2
방범,중앙동,중앙동 38-158,35.199502,128.085507,2020,2
방범,중앙동,중앙동 389,35.195679,128.091355,2020,2
방범,중앙동,중앙동 39-1,35.201137,128.085044,2019,1
방범,중앙동,중앙동 398,35.196628,128.090105,2020,3
방범,중앙동,중앙동 41-3,35.200912,128.084714,2021,3
방범,중앙동,중앙동 427-3,35.198961,128.087541,2022,3
방범,중앙동,중앙동 427-6,35.198764,128.087132,2020,2
방범,중앙동,중앙동 474-3,35.197028,128.088205,2022,2
방범,중앙동,중앙동 476-4,35.19679,128.088896,2019,2
방범,중앙동,중앙동 51-3,35.195389,128.088696,2021,3
방범,중앙동,중앙동 538-1,35.195862,128.089226,2020,2
방범,중앙동,중앙동 5-5,35.195641,128.083706,2021,2
주정차단속,중앙동,중앙동 5-5,35.195441,128.083276,2021,2
방범,중앙동,중앙동 55-11,35.195446,128.087545,2020,2
방범,중앙동,중앙동 56,35.198663,128.082506,2021,2
방범,중앙동,중앙동 56,35.201467,128.084009,2021,1
방범,중앙동,중앙동 565-4,35.19541,128.091201,2019,2
방범,중앙동,중앙동 6-1,35.192036,128.085359,2021,4
방범,중앙동,중앙동 63-5,35.194115,128.088314,2022,1
방범,중앙동,중앙동 6-5,35.195214,128.083686,2021,1
방범,중앙동,중앙동 651,35.193444,128.092569,2020,2
방범,중앙동,중앙동 67-9,35.19493,128.088348,2021,3
방범,중앙동,중앙동 682-1,35.194043,128.093051,2022,4
방범,중앙동,중앙동 700-1,35.193169,128.094757,2020,4
방범,중앙동,중앙동 71-3,35.195367,128.0852,2020,4
방범,중앙동,중앙동 7-4,35.194856,128.083765,2020,2
방범,중앙동,중앙동 76,35.194717,128.089457,2020,3
방범,중앙동,중앙동 79,35.202644,128.082671,2021,2
방범,중앙동,중앙동 792-1,35.193028,128.091605,2021,3
방범,중앙동,중앙동 794-1,35.192708,128.091102,2020,2
방범,중앙동,중앙동 794-27,35.192386,128.090305,2020,2
방범,중앙동,중앙동 796-23,35.192128,128.091264,2020,2
방범,중앙동,중앙동 797-1,35.191833,128.091109,2020,3
방범,중앙동,중앙동 798-2,35.191827,128.090447,2020,2
재난재해,중앙동,중앙동 804-4,35.190231,128.091388,2021,1
방범,중앙동,중앙동 82,35.201595,128.082776,2021,1
방범,중앙동,중앙동 83-2,35.193603,128.089181,2020,2
방범,중앙동,중앙동 835-5,35.192767,128.092852,2020,3
방범,중앙동,중앙동 84-2,35.202635,128.081842,2021,3
재난재해,중앙동,중앙동 8-425,35.19388,128.0857,2021,4
방범,중앙동,중앙동 85-16,35.201103,128.0851,2021,1
방범,중앙동,중앙동 85-19,35.202062,128.082245,2021,2
방범,중앙동,중앙동 8-568,35.193677,128.085748,2020,1
방범,중앙동,중앙동 860,35.191834,128.099953,2020,8
방범,중앙동,중앙동 88-4,35.20095,128.082204,2020,4
방범,중앙동,중앙동 890-9,35.189024,128.093964,2020,2
방범,중앙동,중앙동 91-1,35.193449,128.089899,2021,4
방범,중앙동,중앙동 91-16,35.192962,128.089445,2018,2
방범,중앙동,중앙동 94-16,35.201186,128.083143,2020,3
방범,중앙동,중앙동 95,35.197941,128.081423,2020,4
방범,중앙동,중앙동 987-4,35.199203,128.082027,2020,1
주정차단속,중앙동,중앙동 99-1,35.191569,128.088882,2021,3
방범,중앙동,중앙동 산 1-1,35.199056,128.093801,2020,6
방범,중앙동,중앙동 산 20-3,35.189647,128.093506,2020,2
방범,지수면,지수면 금곡리 355,35.212846,128.257057,2021,2
방범,지수면,지수면 승산리 120-7,35.2303,128.26933,2021,3
방범,지수면,지수면 승산리 203-9,35.235056,128.269902,2021,2
방범,지수면,지수면 승산리 239-4,35.2364764,128.2697217,2026,4
방범,지수면,지수면 승산리 362-4,35.2353539,128.2675662,2026,2
방범,지수면,지수면 승산리 370-2,35.2344776,128.2668785,2026,3
방범,지수면,지수면 승산리 402,35.234018,128.268124,2021,2
방범,지수면,지수면 승산리 411-4,35.2357395,128.2688322,2026,3
방범,지수면,지수면 압사리 1065-1,35.232645,128.252013,2021,5
학교내,지수면,지수면 압사리 1065-1,35.23322,128.253351,2021,10
방범,지수면,지수면 압사리 1077-3,35.234834,128.25112,2021,2
방범,지수면,지수면 압사리 1309-4,35.24119,128.247137,2021,2
방범,지수면,지수면 압사리 381-1,35.241805,128.249827,2021,3
방범,지수면,지수면 압사리 470-5,35.23508,128.254844,2021,3
방범,지수면,지수면 압사리 996-5,35.225497,128.250429,2021,2
방범,지수면,지수면 압사리 산 62-2,35.228799,128.26612,2021,1
방범,지수면,지수면 압사리 산 64-15,35.228867,128.265939,2021,1
방범,지수면,지수면 용봉리 1052-1,35.25329,128.21371,2021,2
방범,지수면,지수면 용봉리 762-2,35.261055,128.217425,2021,2
방범,지수면,지수면 청담리 1061-1,35.251816,128.258127,2021,3
방범,지수면,지수면 청담리 1407-3,35.248905,128.257448,2021,2
방범,지수면,지수면 청담리 403-1,35.255347,128.272815,2021,2
방범,지수면,지수면 청담리 583-1,35.247405,128.274428,2021,2
방범,지수면,지수면 청담리 612-3,35.247652,128.273595,2021,2
방범,지수면,지수면 청담리 914,35.249007,128.280007,2021,3
방범,지수면,지수면 청원리 373-9,35.226333,128.277143,2021,2
방범,지수면,지수면 청원리 산 63-7,35.223873,128.279486,2021,2
방범,진성면,진성면 가진리 860-4,35.211673,128.210257,2021,2
방범,진성면,진성면 구천리 520-1,35.16288,128.22786,2021,3
방범,진성면,진성면 구천리 산 76-2,35.156227,128.234159,2021,2
방범,진성면,진성면 대사리 139,35.161108,128.260221,2020,3
방범,진성면,진성면 대사리 392-6,35.152329,128.255167,2020,3
방범,진성면,진성면 대사리 887-5,35.147819,128.253155,2021,3
방범,진성면,진성면 동산리 11-11,35.188902,128.24355,2021,3
방범,진성면,진성면 동산리 498-5,35.194513,128.221886,2021,4
방범,진성면,진성면 동산리 899-7,35.193447,128.219981,2018,2
방범,진성면,진성면 상촌리 114,35.18885,128.225347,2021,1
방범,진성면,진성면 상촌리 114,35.18918,128.225468,2021,1
방범,진성면,진성면 상촌리 153-10,35.186996,128.222074,2021,5
방범,진성면,진성면 상촌리 325-3,35.179366,128.223263,2021,3
방범,진성면,진성면 상촌리 403-1,35.177302,128.221808,2018,2
방범,진성면,진성면 상촌리 541-2,35.1704,128.224999,2021,8
학교내,진성면,진성면 상촌리 541-2,35.170183,128.224948,2015,8
방범,진성면,진성면 상촌리 556-3,35.317261,128.160926,2021,3
방범,진성면,진성면 상촌리 638-2,35.179513,128.220645,2021,2
방범,진성면,진성면 상촌리 69-3,35.190281,128.222767,2021,2
방범,진성면,진성면 상촌리 872,35.188799,128.226311,2021,2
방범,진성면,진성면 상촌리 888-26,35.180435,128.219451,2021,2
방범,진성면,진성면 신당리 609-6,35.228669,128.11326,2022,2
방범,진성면,진성면 천곡리 442-1,35.18924,128.246275,2021,1
방범,진성면,진성면 천곡리 90-4,35.18457,128.250157,2020,2
방범,집현면,집현면 냉정리 206-1,35.257668,128.098006,2020,2
재난재해,집현면,집현면 냉정리 401-29,35.233438,128.102825,2022,1
방범,집현면,집현면 냉정리 838-40 (냉정마을),35.251263,128.098797,2021,3
방범,집현면,집현면 대암리 38-3 (대암마을),35.269695,128.084571,2021,3
방범,집현면,집현면 대암리 441-4,35.265439,128.080036,2020,3
방범,집현면,집현면 대암리 904-1,35.255301,128.069205,2022,2
방범,집현면,집현면 덕오리 279-3,35.235536,128.130399,2020,2
방범,집현면,집현면 덕오리 35-3,35.238174,128.133441,2019,1
방범,집현면,집현면 덕오리 391-1,35.239886,128.137026,2022,3
방범,집현면,집현면 덕오리 480-1,35.245419,128.128755,2021,2
방범,집현면,집현면 덕오리 51-2,35.23707,128.13559,2020,1
재난재해,집현면,집현면 덕오리 576-7,35.258433,128.12157,2021,3
방범,집현면,집현면 덕오리 621,35.253036,128.121359,2021,2
방범,집현면,집현면 덕오리416-1 (평촌마을),35.240991,128.131967,2021,2
방범,집현면,집현면 봉강리 299-3,35.239554,128.085596,2020,3
방범,집현면,집현면 봉강리 874-1 (원동마을),35.243361,128.071118,2022,3
방범,집현면,집현면 봉강리 산 73-3,35.234763,128.086501,2019,1
방범,집현면,집현면 사촌리 424-7,35.212565,128.066513,2019,2
방범,집현면,집현면 사촌리 531,35.222204,128.064337,2020,2
방범,집현면,집현면 사촌리 668,35.230078,128.058019,2022,2
방범,집현면,집현면 사촌리459-1 (사촌마을),35.215995,128.064446,2022,4
방범,집현면,집현면 신당리 198,35.216979,128.123789,2019,2
방범,집현면,집현면 신당리 95-1,35.2266,128.121445,2021,3
방범,집현면,집현면 장흥리 576-6,35.23645,128.10566,2021,2
방범,집현면,집현면 장흥리 595-3,35.23502,128.10557,2021,2
방범,집현면,집현면 장흥리 713-7,35.232769,128.101055,2020,3
방범,집현면,집현면 장흥리 807-4,35.218894,128.147338,2015,4
방범,집현면,집현면 장흥리 807-4,35.227669,128.101199,2020,3
방범,집현면,집현면 정수리 239-1,35.285616,128.083009,2022,1
방범,집현면,집현면 정수리 324,35.294826,128.082352,2020,6
방범,집현면,집현면 정수리 68,35.28596,128.08297,2021,2
방범,집현면,집현면 정평리 72-5,35.276494,128.066402,2019,2
방범,집현면,집현면 지내리 125,35.241161,128.093448,2017,4
방범,집현면,집현면 지내리 125,35.241319,128.093399,2019,3
학교내,집현면,집현면 지내리 125,35.241401,128.09313,2023,15
방범,집현면,집현면 지내리 199,35.242023,128.09199,2021,4
방범,집현면,집현면 지내리 418-3,35.243589,128.088561,2021,2
방범,집현면,집현면 지내리 478-2,35.241088,128.094729,2022,2
방범,집현면,집현면 지내리 498-12,35.245614,128.079817,2021,2
방범,천전동,천전동 1,35.18354,128.095757,2022,2
방범,천전동,천전동 100-4,35.185508,128.082152,2022,1
방범,천전동,천전동 102-7,35.185858,128.082231,2022,2
방범,천전동,천전동 103-22,35.177531,128.095991,2022,2
방범,천전동,천전동 104-21,35.186996,128.222074,2014,2
방범,천전동,천전동 108-11,35.186682,128.084864,2014,4
방범,천전동,천전동 109-40,35.18721,128.08183,2020,2
방범,천전동,천전동 111-93,35.173033,128.091827,2021,2
방범,천전동,천전동 111-95,35.173617,128.093313,2021,1
교통정보수집,천전동,천전동 11-22,35.186273,128.08776,2021,4
방범,천전동,천전동 112-5,35.178215,128.095212,2016,3
방범,천전동,천전동 113-2,35.185764,128.0856,2014,2
방범,천전동,천전동 116,35.18676,128.080787,2022,2
방범,천전동,천전동 117-26,35.185638,128.07918,2022,2
재난재해,천전동,천전동 117-6,35.18702,128.08145,2019,1
방범,천전동,천전동 119,35.185795,128.086433,2018,2
방범,천전동,천전동 122-10,35.185068,128.086443,2020,2
방범,천전동,천전동 124-1,35.178671,128.096566,2022,2
방범,천전동,천전동 132-7,35.185199,128.081284,2014,2
방범,천전동,천전동 133-151,35.174474,128.092125,2020,3
방범,천전동,천전동 134-9,35.185344,128.080286,2024,2
방범,천전동,천전동 135-18,35.185079,128.080991,2020,2
방범,천전동,천전동 138-14,35.184207,128.080765,2021,2
방범,천전동,천전동 141-29,35.184956,128.080441,2014,4
방범,천전동,천전동 146-5,35.184475,128.07897,2022,2
방범,천전동,천전동 151,35.183765,128.079425,2020,2
방범,천전동,천전동 156-26,35.176433,128.091851,2022,3
방범,천전동,천전동 163-14,35.181858,128.077657,2021,2
방범,천전동,천전동 168-2,35.183529,128.086591,2014,2
방범,천전동,천전동 177-14,35.182119,128.078055,2022,2
방범,천전동,천전동 180-8,35.181858,128.077657,2021,2
방범,천전동,천전동 187-5,35.180622,128.076151,2014,2
방범,천전동,천전동 187-5,35.180622,128.076151,2023,4
방범,천전동,천전동 190-8,35.177691,128.087514,2019,4
방범,천전동,천전동 196-13,35.176635,128.087715,2022,2
방범,천전동,천전동 203-7,35.180985,128.077366,2020,2
방범,천전동,천전동 205-16,35.175126,128.089066,2014,2
방범,천전동,천전동 217-7,35.180982,128.079063,2022,2
방범,천전동,천전동 220-1,35.186164,128.093989,2022,2
방범,천전동,천전동 237-2,35.186716,128.089273,2021,2
방범,천전동,천전동 237-2,35.186638,128.089485,2014,2
방범,천전동,천전동 237-2,35.18593,128.090358,2023,1
방범,천전동,천전동 237-2,35.184907,128.090547,2024,2
방범,천전동,천전동 237-2,35.185597,128.09254,2024,4
학교내,천전동,천전동 237-2,35.186065,128.090435,2015,8
방범,천전동,천전동 239,35.179804,128.090535,2023,2
방범,천전동,천전동 239,35.180001,128.090459,2021,3
방범,천전동,천전동 245-125,35.181427,128.088628,2020,4
방범,천전동,천전동 245-178,35.178496,128.087812,2023,13
방범,천전동,천전동 245-27,35.182611,128.087167,2022,2
방범,천전동,천전동 262,35.188876,128.087713,2022,2
방범,천전동,천전동 287-8,35.18202,128.082649,2022,3
방범,천전동,천전동 300-1,35.185604,128.087826,2022,2
방범,천전동,천전동 312-1,35.18525,128.09009,2021,2
방범,천전동,천전동 319,35.180778,128.080121,2014,3
방범,천전동,천전동 32-15,35.185529,128.083044,2023,2
방범,천전동,천전동 342-4,35.172831,128.091072,2022,2
방범,천전동,천전동 353-3,35.170486,128.089854,2014,2
학교내,천전동,천전동 360-12,35.172885,128.091861,2023,12
방범,천전동,천전동 360-12,35.173246,128.092671,2021,2
교통정보수집,천전동,천전동 379-5,35.182,128.089416,2021,4
방범,천전동,천전동 381-8,35.180121,128.080517,2020,3
주정차단속,천전동,천전동 387,35.183819,128.087526,2019,4
방범,천전동,천전동 392,35.179833,128.081582,2021,2
교통정보수집,천전동,천전동 407-1,35.172693,128.096329,2016,3
방범,천전동,천전동 422-1,35.171378,128.094715,2023,3
방범,천전동,천전동 426,35.180637,128.083245,2021,2
방범,천전동,천전동 427,35.180637,128.083245,2020,1
교통정보수집,천전동,천전동 429-4,35.178946,128.09093,2021,4
방범,천전동,천전동 431,35.195096,128.059351,2022,1
방범,천전동,천전동 435-2,35.195093,128.060156,2022,1
방범,천전동,천전동 447-13,35.182439,128.085302,2022,3
방범,천전동,천전동 447-18,35.182264,128.084625,2022,3
주정차단속,천전동,천전동 448,35.179051,128.094271,2016,1
방범,천전동,천전동 4-5,35.187131,128.082204,2014,2
방범,천전동,천전동 453-81,35.181464,128.085896,2018,3
방범,천전동,천전동 456-57,35.18131,128.085124,2021,5
교통정보수집,천전동,천전동 46-2,35.179818,128.097437,2023,2
방범,천전동,천전동 478-5,35.17836,128.098367,2020,3
방범,천전동,천전동 478-8,35.188663,128.087181,2020,3
방범,천전동,천전동 478-9,35.187293,128.092425,2021,4
방범,천전동,천전동 480-5,35.180315,128.084805,2023,10
학교내,천전동,천전동 490,35.179698,128.083342,2018,6
방범,천전동,천전동 490,35.17994,128.084178,2021,9
방범,천전동,천전동 490,35.179736,128.084255,2014,1
주정차단속,천전동,천전동 490-11,35.178924,128.094274,2016,1
방범,천전동,천전동 491-1,35.17819,128.093494,2024,3
방범,천전동,천전동 491-37,35.178487,128.095045,2024,3
방범,천전동,천전동 49-42,35.183584,128.084682,2022,3
교통정보수집,천전동,천전동 496-4,35.187849,128.086558,2021,3
방범,천전동,천전동 497-30,35.187947,128.088908,2014,2
방범,천전동,천전동 498-58,35.187854,128.090174,2018,2
방범,천전동,천전동 499-5,35.188574,128.090109,2022,2
방범,천전동,천전동 50-14,35.183983,128.084266,2021,2
방범,천전동,천전동 503-7,35.18611,128.09399,2023,1
방범,천전동,천전동 506-34,35.184069,128.091716,2024,2
방범,천전동,천전동 507-9,35.183957,128.090738,2014,4
방범,천전동,천전동 509-20,35.184009,128.089309,2021,2
주정차단속,천전동,천전동 509-24,35.183186,128.089139,2018,4
방범,천전동,천전동 512-11,35.181703,128.090843,2014,2
방범,천전동,천전동 515-1,35.182763,128.090507,2020,4
방범,천전동,천전동 522,35.183499,128.092794,2020,4
방범,천전동,천전동 524-12,35.183521,128.093448,2014,4
방범,천전동,천전동 524-30,35.18468,128.093362,2022,2
방범,천전동,천전동 525-6,35.182392,128.093239,2024,3
방범,천전동,천전동 526-22,35.178283,128.086549,2022,2
방범,천전동,천전동 526-50,35.178443,128.086714,2022,1
방범,천전동,천전동 528-7,35.183836,128.094296,2022,2
방범,천전동,천전동 530-6,35.182236,128.095856,2018,2
방범,천전동,천전동 531-1,35.181989,128.096419,2016,2
방범,천전동,천전동 534-18,35.180163,128.096308,2024,4
재난재해,천전동,천전동 57-2,35.182966,128.085707,2014,2
방범,천전동,천전동 60-4,35.177872,128.096763,2024,2
방범,천전동,천전동 62-3,35.188295,128.084988,2022,2
방범,천전동,천전동 6-29,35.183156,128.095436,2024,3
교통정보수집,천전동,천전동 63-3,35.178613,128.09795,2018,4
방범,천전동,천전동 638-33,35.179736,128.084255,2022,1
방범,천전동,천전동 64-9,35.17589,128.093144,2022,2
방범,천전동,천전동 69-14,35.182957,128.083056,2022,2
방범,천전동,천전동 7-3,35.187209,128.084579,2021,2
방범,천전동,천전동 74-7,35.183161,128.081589,2023,3
교통정보수집,천전동,천전동 776-39,35.170512,128.096959,2014,4
방범,천전동,천전동 82-15,35.184024,128.081767,2021,3
방범,천전동,천전동 87-2,35.187617,128.085739,2019,4
방범,천전동,천전동 88-12,35.183378,128.082772,2022,3
방범,천전동,천전동 9-4,35.181579,128.096916,2022,2
방범,천전동,천전동 96-9,35.185707,128.082488,2022,1
방범,천전동,천전동 산 42-1,35.171668,128.091426,2022,3
교통정보수집,초장동,초장동 1253-5,35.216472,128.110742,2022,4
교통정보수집,초장동,초장동 1395-3,35.208975,128.102086,2022,3
교통정보수집,초장동,초장동 1581,35.198006,128.098592,2021,2
교통정보수집,초장동,초장동 1583-13,35.210209,128.12566,2016,3
교통정보수집,초장동,초장동 1583-14,35.204384,128.127049,2022,3
교통정보수집,초장동,초장동 1583-40,35.20686,128.126527,2022,3
방범,초장동,초장동 1628,35.20912,128.114447,2021,3
방범,초장동,초장동 1634-1,35.208239,128.113989,2015,8
방범,초장동,초장동 1645-7,35.204604,128.115487,2021,4
재난재해,초장동,초장동 1645-8,35.204655,128.114612,2022,3
교통정보수집,초장동,초장동 1664,35.212198,128.106198,2014,2
방범,초장동,초장동 1685-1,35.209407,128.110657,2022,4
방범,초장동,초장동 1691,35.214373,128.109455,2014,5
방범,초장동,초장동 1717,35.21044,128.114177,2022,3
교통정보수집,초장동,초장동 1722-4,35.211592,128.115569,2022,3
방범,초장동,초장동 1727-4,35.209556,128.114429,2022,2
교통정보수집,초장동,초장동 216-2,35.20228,128.10259,2022,4
교통정보수집,초장동,초장동 312-1,35.212506,128.116619,2016,4
교통정보수집,초장동,초장동 348-2,35.212485,128.122906,2017,3
방범,초장동,초장동 353-1,35.21566,128.109117,2022,3
방범,초장동,초장동 387-19,35.210065,128.101864,2022,2
방범,초장동,초장동 404-3,35.214698,128.104637,2023,3
방범,초장동,초장동 54-2,35.217046,128.102434,2014,4
방범,초장동,초장동 54-2,35.208239,128.113989,2017,3
방범,초장동,초장동 563-2,35.215436,128.106099,2022,3
방범,초장동,초장동 565-10,35.213686,128.104238,2015,3
방범,초장동,초장동 801,35.217383,128.099448,2021,2
방범,초장동,초장동 813-13,35.201342,128.114907,2016,5
방범,초장동,초장동 97-1,35.213038,128.092443,2019,3
방범,초장동,초장동1552-3,35.199765,128.100724,2022,1
방범,초장동,초전동 1017-1,35.210844,128.115552,2019,2
방범,초장동,초전동 1028-4,35.202513,128.115157,2018,5
방범,초장동,초전동 1047,35.199114,128.116185,2022,4
방범,초장동,초전동 1085-6,35.212082,128.115567,2022,4
방범,초장동,초전동 127-52,35.18997,128.12865,2019,3
방범,초장동,초전동 128-1,35.20393,128.12598,2017,1
방범,초장동,초전동 1329-23,35.21227,128.114942,2022,4
방범,초장동,초전동 1335-2,35.208943,128.110397,2014,2
방범,초장동,초전동 1349-12,35.207947,128.109992,2013,3
방범,초장동,초전동 1349-23,35.207727,128.108943,2023,3
방범,초장동,초전동 1426-5,35.207853,128.109716,2022,1
방범,초장동,초전동 1493-7,35.199626,128.106099,2019,3
방범,초장동,초전동 1583-14,35.20496,128.12729,2022,3
방범,초장동,초전동 1583-22,35.212561,128.124815,2022,6
방범,초장동,초전동 1583-38,35.20496,128.126084,2022,9
방범,초장동,초전동 1583-38,35.20863,128.12545,2016,2
방범,초장동,초전동 1583-6,35.19585,128.12808,2017,2
방범,초장동,초전동 1607-5,35.211977,128.107896,2023,3
방범,초장동,초전동 1634-1,35.208622,128.113783,2022,2
학교내,초장동,초전동 1634-1,35.207617,128.114489,2019,2
방범,초장동,초전동 1634-3,35.206956,128.114599,2022,6
방범,초장동,초전동 1640-2,35.205796,128.113514,2022,4
방범,초장동,초전동 1648-2,35.203644,128.114798,2019,3
방범,초장동,초전동 1674,35.21071,128.111533,2022,2
방범,초장동,초전동 1674,35.21074,128.11151,2016,1
학교내,초장동,초전동 1691,35.21462,128.11023,2022,10
방범,초장동,초전동 1701-5,35.213742,128.113313,2022,2
방범,초장동,초전동 1702-7,35.21312,128.112198,2022,3
방범,초장동,초전동 1713-8,35.211306,128.113398,2022,3
재난재해,초장동,초전동 2,35.195251,128.128065,2019,1
방범,초장동,초전동 260-1,35.212486,128.122613,2019,2
방범,초장동,초전동 312-3,35.212476,128.116999,2016,1
방범,초장동,초전동 360-10,35.212638,128.123091,2022,2
방범,초장동,초전동 405-1,35.195657,128.123083,2024,11
방범,초장동,초전동 409-1,35.20894,128.119341,2022,3
방범,초장동,초전동 659-1,35.208351,128.115751,2016,1
방범,초장동,초전동 686-1,35.196848,128.114691,2021,7
방범,초장동,초전동 686-1,35.197863,128.114381,2016,2
학교내,초장동,초전동 686-1,35.198235,128.114394,2019,12
방범,초장동,초전동 762-1,35.200964,128.112081,2023,2
방범,초장동,초전동 796-1,35.202089,128.11269,2022,2
방범,초장동,초전동 81-18,35.196424,128.127749,2022,2
방범,초장동,초전동 821-4,35.201074,128.112837,2022,2
방범,초장동,초전동 829-7,35.200286,128.113709,2021,2
방범,초장동,초전동 997,35.20337,128.11445,2014,4
방범,초장동,초전동 산 101,35.210814,128.104616,2021,6
방범,초장동,초전동 산 101,35.208421,128.103851,2022,36
방범,초장동,초전동 산 1548,35.200019,128.10137,2016,1
학교내,초장동,초천동 405-1,35.196153,128.123673,2023,11
방범,충무공동,충무공동 101-3,35.175157,128.135856,2022,3
방범,충무공동,충무공동 112-1,35.17124,128.135189,2022,7
방범,충무공동,충무공동 119-6,35.173046,128.137844,2022,3
방범,충무공동,충무공동 125,35.171908,128.137874,2016,6
학교내,충무공동,충무공동 125,35.171729,128.137718,2022,8
방범,충무공동,충무공동 127,35.170912,128.137367,2022,3
방범,충무공동,충무공동 13,35.180567,128.133315,2017,1
방범,충무공동,충무공동 131-1,35.170752,128.135558,2017,2
방범,충무공동,충무공동 133,35.166573,128.136498,2023,2
방범,충무공동,충무공동 134,35.176649,128.140441,2020,3
교통정보수집,충무공동,충무공동 134,35.177493,128.13881,2017,4
방범,충무공동,충무공동 135-77,35.170911,128.139994,2023,3
방범,충무공동,충무공동 135-94,35.174154,128.140699,2023,3
방범,충무공동,충무공동 136,35.16808,128.1398,2020,1
방범,충무공동,충무공동 14,35.178151,128.133723,2022,5
방범,충무공동,충무공동 140-6,35.169939,128.13863,2023,4
교통정보수집,충무공동,충무공동 145,35.167413,128.136305,2023,4
방범,충무공동,충무공동 152-5,35.167277,128.137984,2022,4
방범,충무공동,충무공동 158,35.166275,128.137694,2023,2
교통정보수집,충무공동,충무공동 161,35.164293,128.12665,2023,3
방범,충무공동,충무공동 164,35.174663,128.141147,2021,8
교통정보수집,충무공동,충무공동 16-4,35.18105,128.140423,2016,1
주정차단속,충무공동,충무공동 16-4,35.180747,128.139116,2023,3
방범,충무공동,충무공동 169-5,35.184012,128.146624,2019,2
방범,충무공동,충무공동 173-2,35.184328,128.148345,2019,4
방범,충무공동,충무공동 177,35.184901,128.150474,2023,2
교통정보수집,충무공동,충무공동 179-1,35.184838,128.150251,2019,3
방범,충무공동,충무공동 183,35.18229,128.1459,2017,10
방범,충무공동,충무공동 183,35.181342,128.142699,2022,3
방범,충무공동,충무공동 183,35.18366,128.1455,2021,5
방범,충무공동,충무공동 184,35.181526,128.143893,2019,4
방범,충무공동,충무공동 190-1,35.18306,128.148478,2023,2
방범,충무공동,충무공동 190-1,35.183031,128.149567,2016,4
학교내,충무공동,충무공동 190-1,35.182941,128.148549,2023,19
방범,충무공동,충무공동 190-4,35.182386,128.149322,2019,3
교통정보수집,충무공동,충무공동 195,35.176258,128.135274,2016,1
방범,충무공동,충무공동 204-1,35.182032,128.150178,2023,3
방범,충무공동,충무공동 209-17,35.18295,128.152234,2020,3
방범,충무공동,충무공동 223,35.180271,128.14951,2022,1
방범,충무공동,충무공동 223,35.179294,128.153813,2023,1
방범,충무공동,충무공동 224,35.178263,128.142124,2023,3
주정차단속,충무공동,충무공동 225-1,35.181291,128.14341,2023,3
교통정보수집,충무공동,충무공동 225-3,35.180295,128.143385,2023,1
교통정보수집,충무공동,충무공동 225-8,35.180514,128.148904,2023,1
교통정보수집,충무공동,충무공동 226,35.176414,128.145601,2023,1
교통정보수집,충무공동,충무공동 231,35.177072,128.148602,2022,4
방범,충무공동,충무공동 232,35.178594,128.150975,2023,2
방범,충무공동,충무공동 235,35.178861,128.154284,2023,1
방범,충무공동,충무공동 245-10,35.177977,128.155276,2023,4
방범,충무공동,충무공동 246-2,35.178897,128.154399,2022,3
방범,충무공동,충무공동 257,35.176698,128.154813,2021,3
방범,충무공동,충무공동 265,35.176453,128.152976,2023,4
방범,충무공동,충무공동 274,35.176213,128.151652,2023,3
주정차단속,충무공동,충무공동 276,35.175013,128.150871,2023,2
방범,충무공동,충무공동 277-7,35.174271,128.151872,2017,3
방범,충무공동,충무공동 278 (LH8단지 버스승강장),35.180974,128.147152,2019,6
방범,충무공동,충무공동 284-5,35.174973,128.14687,2023,4
